aX,aY,aZ,gX,gY,gZ
0.118,-0.157,-1.039,-49.194,-17.456,-8.301
0.121,-0.160,-1.038,-51.758,-17.517,-6.775
0.133,-0.175,-1.032,-54.138,-18.372,-6.287
0.145,-0.206,-1.013,-56.458,-19.897,-6.531
0.156,-0.237,-0.989,-58.655,-21.790,-7.263
0.161,-0.273,-0.966,-60.486,-23.315,-8.179
0.166,-0.304,-0.944,-61.768,-24.475,-8.545
0.174,-0.325,-0.918,-62.927,-25.024,-8.118
0.193,-0.352,-0.904,-62.500,-25.391,-7.568
0.208,-0.370,-0.897,-62.073,-25.818,-7.324
0.222,-0.380,-0.893,-61.829,-26.123,-7.080
0.231,-0.392,-0.889,-61.401,-25.635,-7.263
0.236,-0.403,-0.890,-60.791,-25.330,-6.958
0.241,-0.403,-0.882,-60.425,-25.269,-6.592
0.247,-0.405,-0.877,-59.570,-25.818,-7.080
0.245,-0.399,-0.878,-57.983,-26.917,-8.667
0.237,-0.392,-0.888,-56.335,-28.809,-10.864
0.229,-0.382,-0.905,-54.932,-30.334,-12.573
0.221,-0.375,-0.924,-55.664,-30.884,-13.245
0.215,-0.367,-0.926,-58.594,-30.579,-12.695
0.220,-0.365,-0.916,-62.195,-30.151,-11.658
0.225,-0.374,-0.884,-65.613,-29.724,-11.292
0.238,-0.394,-0.859,-66.772,-30.762,-11.902
0.253,-0.413,-0.847,-67.261,-32.959,-13.489
0.266,-0.436,-0.832,-67.688,-34.668,-16.174
0.271,-0.460,-0.808,-68.542,-36.133,-19.958
0.266,-0.487,-0.788,-69.031,-37.903,-23.315
0.260,-0.508,-0.780,-69.397,-38.574,-25.146
0.251,-0.528,-0.777,-70.923,-37.903,-25.574
0.241,-0.538,-0.779,-73.242,-36.560,-24.414
0.240,-0.540,-0.770,-76.599,-34.607,-22.034
0.241,-0.548,-0.752,-79.163,-32.776,-19.958
0.243,-0.554,-0.747,-80.505,-32.288,-18.188
0.256,-0.558,-0.753,-81.299,-32.410,-17.456
0.266,-0.559,-0.750,-83.130,-32.776,-18.311
0.271,-0.564,-0.743,-85.022,-34.119,-19.775
0.272,-0.568,-0.731,-87.402,-35.828,-21.912
0.267,-0.573,-0.716,-89.966,-36.438,-24.475
0.246,-0.579,-0.686,-92.712,-37.415,-25.940
0.235,-0.595,-0.666,-94.788,-37.537,-25.757
0.223,-0.616,-0.655,-97.107,-35.461,-23.682
0.215,-0.635,-0.638,-100.952,-33.142,-20.020
0.216,-0.647,-0.613,-104.553,-31.189,-15.686
0.222,-0.656,-0.581,-107.178,-29.602,-11.841

-0.878,1.384,-2.584,225.403,125.061,151.306
-0.833,1.783,-3.235,158.325,129.517,174.561
-0.575,1.766,-3.354,73.669,110.291,168.640
-0.282,1.354,-2.724,-2.625,62.988,124.390
-0.126,0.692,-1.717,-45.044,1.221,53.894
-0.065,-0.069,-0.829,-45.837,-52.673,-17.761
-0.096,-0.731,-0.286,-23.132,-84.900,-65.186
-0.152,-1.141,-0.072,2.930,-89.539,-70.251
-0.081,-1.262,-0.135,20.386,-71.350,-35.400
0.093,-1.060,-0.324,25.940,-42.480,15.442
0.299,-0.666,-0.611,27.649,-16.479,60.181
0.480,-0.231,-0.948,29.236,-0.793,85.022
0.562,0.152,-1.253,26.123,4.822,85.388
0.528,0.360,-1.452,19.470,1.282,66.711
0.432,0.379,-1.485,8.789,-6.653,41.199
0.297,0.268,-1.368,-5.493,-12.634,19.104
0.216,0.073,-1.233,-17.700,-15.076,6.104
0.192,-0.167,-1.078,-26.855,-16.113,0.305
0.164,-0.368,-0.913,-31.799,-16.418,-2.014
0.151,-0.516,-0.804,-29.541,-15.381,-1.526
0.149,-0.611,-0.761,-22.400,-12.695,1.587
0.145,-0.620,-0.770,-14.587,-9.155,6.226
0.136,-0.571,-0.828,-7.263,-6.042,10.925
0.129,-0.476,-0.917,-1.831,-3.357,15.076
0.130,-0.367,-1.001,0.488,-1.648,17.029
0.135,-0.281,-1.075,0.366,-1.709,16.602
0.150,-0.230,-1.094,-1.282,-1.892,14.038
0.161,-0.212,-1.084,-3.967,-2.380,9.827
0.196,-0.249,-1.061,-5.310,-3.235,5.676
0.204,-0.280,-1.001,-7.568,-2.991,1.587
0.212,-0.316,-0.958,-8.728,-1.587,-1.038
0.214,-0.343,-0.938,-8.301,0.366,-2.380
0.212,-0.367,-0.914,-7.324,2.502,-2.319
0.197,-0.376,-0.899,-5.798,4.211,-1.770
0.193,-0.376,-0.908,-3.174,5.554,-0.793
0.180,-0.360,-0.933,-0.671,6.470,-0.549
0.173,-0.347,-0.964,0.916,6.287,-1.160
0.169,-0.329,-0.976,0.916,5.920,-2.380
0.160,-0.326,-0.974,0.977,4.822,-4.150
0.146,-0.325,-0.969,1.160,2.991,-5.310
0.134,-0.331,-0.969,1.160,1.465,-5.981
0.126,-0.339,-0.961,0.305,1.343,-5.066
0.115,-0.337,-0.953,-1.404,1.587,-3.235
0.115,-0.334,-0.954,-2.197,2.441,0.183
0.122,-0.328,-0.970,-2.625,2.808,3.540
0.120,-0.318,-0.988,-4.395,3.113,5.554
0.112,-0.307,-1.005,-6.775,2.563,6.714
0.107,-0.298,-1.016,-9.827,1.648,7.202
0.102,-0.288,-1.021,-13.306,-0.122,7.446
0.104,-0.282,-1.030,-16.968,-2.075,7.629
0.121,-0.283,-1.035,-20.996,-3.967,7.385
0.135,-0.286,-1.024,-25.757,-5.554,6.531
0.153,-0.293,-1.010,-30.090,-7.141,5.554
0.179,-0.307,-0.989,-33.691,-8.667,4.089
0.200,-0.328,-0.951,-36.438,-9.644,1.831
0.210,-0.343,-0.919,-37.109,-10.437,-0.488
0.215,-0.351,-0.898,-35.889,-10.986,-2.930
0.219,-0.359,-0.892,-32.898,-11.597,-5.493
0.206,-0.361,-0.904,-29.480,-12.634,-8.850
0.187,-0.360,-0.931,-26.611,-13.428,-11.169
0.167,-0.349,-0.971,-25.391,-13.672,-11.719
0.143,-0.333,-1.011,-26.367,-13.245,-10.925
0.123,-0.309,-1.035,-29.541,-12.512,-8.972
0.111,-0.282,-1.049,-33.020,-12.024,-6.653
0.109,-0.257,-1.066,-36.316,-12.451,-5.493
0.112,-0.254,-1.084,-39.001,-13.550,-5.554
0.109,-0.263,-1.083,-42.908,-15.198,-7.385
0.104,-0.275,-1.065,-47.607,-18.005,-10.254
0.099,-0.294,-1.045,-51.270,-21.240,-13.733
0.101,-0.321,-1.016,-55.054,-23.987,-16.479
0.110,-0.352,-0.979,-59.082,-26.062,-18.250
0.119,-0.387,-0.940,-62.317,-27.893,-18.921
0.127,-0.413,-0.905,-64.575,-28.625,-18.860
0.138,-0.433,-0.876,-66.406,-27.893,-17.761
0.145,-0.453,-0.860,-67.078,-26.489,-16.602
0.150,-0.468,-0.854,-67.200,-25.696,-14.954
0.156,-0.476,-0.856,-67.139,-25.208,-12.756
0.157,-0.479,-0.851,-67.383,-25.146,-11.108
0.160,-0.479,-0.847,-66.956,-25.574,-10.498
0.160,-0.473,-0.856,-65.796,-27.649,-10.376
0.158,-0.469,-0.877,-65.247,-29.541,-11.353
0.155,-0.467,-0.893,-66.833,-30.579,-11.780
0.161,-0.472,-0.899,-70.862,-30.273,-12.451
0.169,-0.485,-0.880,-76.782,-30.029,-13.489
0.177,-0.500,-0.843,-82.642,-30.701,-15.076
0.182,-0.518,-0.797,-86.609,-32.471,-16.418
0.185,-0.540,-0.752,-88.196,-34.668,-18.005
0.188,-0.569,-0.719,-87.708,-36.682,-19.653
0.194,-0.591,-0.701,-86.060,-37.659,-21.301
0.196,-0.611,-0.692,-84.534,-38.513,-22.949
0.189,-0.632,-0.675,-83.557,-39.612,-24.475
0.182,-0.641,-0.658,-82.947,-40.466,-24.719
0.177,-0.650,-0.649,-82.520,-39.795,-23.193
0.184,-0.655,-0.652,-83.130,-38.513,-19.958
0.192,-0.656,-0.658,-84.656,-36.499,-16.541
0.201,-0.658,-0.668,-87.524,-34.668,-13.672
0.202,-0.652,-0.663,-91.736,-32.410,-11.658
0.208,-0.654,-0.639,-95.886,-31.006,-9.644
0.228,-0.660,-0.606,-97.961,-31.433,-8.728
0.233,-0.669,-0.577,-98.267,-33.813,-10.681
0.224,-0.680,-0.546,-96.741,-37.964,-13.489
0.222,-0.707,-0.527,-94.116,-41.687,-16.113
0.207,-0.730,-0.509,-92.773,-42.908,-17.578
0.193,-0.752,-0.503,-93.140,-41.748,-16.602
0.186,-0.757,-0.512,-95.398,-37.781,-12.146
0.188,-0.761,-0.510,-100.220,-31.677,-5.676
0.198,-0.759,-0.497,-106.018,-26.062,0.854
0.212,-0.750,-0.484,-110.840,-22.827,7.202
0.231,-0.743,-0.469,-113.708,-21.545,10.681
0.248,-0.733,-0.441,-115.295,-22.827,10.925
0.258,-0.723,-0.418,-114.563,-26.978,7.568
0.270,-0.723,-0.405,-111.694,-33.813,1.648
0.268,-0.734,-0.396,-109.070,-41.199,-4.761
0.250,-0.739,-0.396,-108.276,-47.913,-11.169
0.233,-0.745,-0.400,-110.596,-50.720,-15.869
0.208,-0.750,-0.387,-116.638,-48.828,-18.188
0.193,-0.763,-0.337,-124.695,-44.556,-16.785
0.186,-0.772,-0.270,-132.202,-40.283,-12.878
0.189,-0.776,-0.188,-136.597,-36.560,-8.179

-1.478,1.995,-2.800,211.060,237.183,225.891
-1.712,3.074,-3.943,149.109,211.548,247.437
-1.337,3.173,-4.000,71.045,158.020,227.905
-0.658,2.244,-3.997,-14.648,79.346,152.527
-0.376,1.078,-2.322,-89.539,-11.475,42.297
-0.201,-0.271,-0.416,-114.258,-87.585,-55.542
-0.021,-1.226,0.605,-77.393,-121.582,-108.276
0.112,-1.810,0.787,-25.940,-113.953,-107.788
0.265,-1.913,0.470,12.695,-78.552,-67.932
0.384,-1.541,-0.010,28.442,-39.063,-7.263
0.459,-0.954,-0.497,30.701,-2.319,48.584
0.539,-0.334,-0.972,28.137,25.757,89.233
0.601,0.225,-1.399,20.874,40.405,101.013
0.611,0.470,-1.673,16.113,36.011,78.247
0.463,0.487,-1.696,10.132,15.198,31.616
0.263,0.326,-1.558,1.404,-7.507,-14.160
0.088,0.053,-1.361,-8.667,-20.752,-44.678
-0.052,-0.242,-1.121,-18.250,-23.071,-55.237
-0.120,-0.520,-0.918,-24.170,-18.616,-47.363
-0.111,-0.714,-0.802,-25.330,-10.803,-27.649
-0.005,-0.833,-0.735,-23.926,-2.991,-6.592
0.087,-0.839,-0.676,-20.691,2.075,7.507
0.146,-0.774,-0.675,-12.878,3.723,13.123
0.169,-0.658,-0.753,-2.625,3.174,12.878
0.163,-0.540,-0.864,5.554,1.099,10.803
0.146,-0.418,-0.974,9.399,0.366,9.766
0.136,-0.314,-1.045,7.446,1.953,8.972
0.140,-0.239,-1.082,2.563,2.502,7.812
0.145,-0.200,-1.094,-2.014,0.977,5.859
0.146,-0.194,-1.077,-6.042,-0.916,2.930
0.146,-0.230,-1.034,-9.338,-2.258,-0.366
0.149,-0.283,-0.997,-10.864,-4.150,-2.991
0.140,-0.329,-0.968,-11.780,-5.493,-4.089
0.132,-0.369,-0.953,-12.756,-6.042,-4.211
0.141,-0.414,-0.922,-13.794,-6.714,-4.150
0.142,-0.430,-0.906,-14.893,-7.446,-4.395
0.138,-0.428,-0.919,-15.320,-7.996,-4.578
0.129,-0.406,-0.945,-16.052,-8.728,-4.333
0.119,-0.366,-0.976,-17.761,-9.155,-3.662
0.108,-0.327,-1.004,-20.569,-9.460,-1.770
0.101,-0.287,-1.030,-23.560,-10.376,0.305
0.092,-0.255,-1.055,-26.733,-12.634,1.221
0.087,-0.231,-1.077,-30.090,-15.808,0.671
0.073,-0.215,-1.092,-33.875,-19.714,-1.465
0.048,-0.208,-1.088,-37.903,-24.292,-4.456
0.032,-0.214,-1.084,-41.321,-29.419,-7.629
0.029,-0.231,-1.082,-44.556,-34.729,-11.230
0.029,-0.251,-1.068,-49.683,-39.124,-14.465
0.041,-0.288,-1.033,-55.847,-42.908,-16.846
0.055,-0.327,-0.988,-62.744,-45.410,-17.029
0.065,-0.374,-0.936,-69.885,-45.715,-15.259
0.073,-0.418,-0.868,-76.111,-44.312,-11.047
0.079,-0.457,-0.804,-79.956,-42.297,-5.127
0.099,-0.494,-0.777,-81.116,-39.673,2.075
0.127,-0.510,-0.780,-81.055,-36.987,10.071
0.160,-0.518,-0.796,-81.055,-35.339,15.930
0.195,-0.516,-0.806,-81.299,-36.316,18.188
0.227,-0.507,-0.803,-81.726,-39.490,15.930
0.245,-0.499,-0.797,-81.482,-44.250,10.010
0.254,-0.484,-0.797,-80.261,-50.354,2.686
0.257,-0.470,-0.809,-79.041,-56.335,-4.333
0.252,-0.464,-0.813,-79.346,-60.425,-10.132
0.232,-0.463,-0.793,-81.177,-62.927,-14.465
0.215,-0.472,-0.769,-83.374,-63.782,-15.503
0.207,-0.483,-0.765,-86.243,-62.622,-13.611
0.199,-0.495,-0.765,-90.698,-59.448,-9.460
0.206,-0.508,-0.753,-96.008,-56.335,-4.944
0.224,-0.525,-0.727,-102.112,-54.565,-1.709
0.246,-0.541,-0.691,-107.849,-54.688,-0.488
0.271,-0.562,-0.656,-112.183,-56.885,-2.258
0.295,-0.583,-0.618,-115.723,-60.242,-6.165
0.320,-0.609,-0.573,-118.225,-64.697,-12.817
0.318,-0.623,-0.531,-119.934,-70.251,-21.179
0.295,-0.634,-0.491,-119.690,-75.684,-28.687
0.271,-0.642,-0.466,-118.286,-78.369,-33.081
0.242,-0.654,-0.446,-117.493,-77.942,-33.508
0.211,-0.664,-0.438,-117.310,-75.439,-29.907
0.193,-0.666,-0.450,-118.103,-70.923,-22.705
0.202,-0.680,-0.457,-121.155,-64.697,-13.977
0.227,-0.704,-0.431,-126.953,-59.448,-6.653
0.248,-0.715,-0.383,-134.033,-57.861,-2.686
0.266,-0.724,-0.328,-139.648,-58.105,-0.854
0.288,-0.737,-0.264,-142.822,-58.960,-1.465
0.304,-0.753,-0.203,-143.127,-60.974,-3.784
0.300,-0.758,-0.160,-141.174,-63.965,-6.226
0.289,-0.755,-0.146,-138.123,-65.918,-7.935
0.272,-0.753,-0.147,-135.559,-65.247,-7.507
0.263,-0.747,-0.152,-134.644,-62.927,-4.700
0.252,-0.731,-0.155,-135.437,-59.814,-0.488
0.248,-0.718,-0.169,-136.902,-56.519,4.822
0.268,-0.723,-0.173,-140.320,-54.077,9.583
0.284,-0.711,-0.160,-146.606,-54.077,12.268
0.294,-0.692,-0.135,-153.992,-56.274,11.902
0.298,-0.678,-0.106,-160.156,-60.120,9.277
0.303,-0.673,-0.054,-165.405,-65.369,4.944
0.315,-0.664,0.006,-168.945,-71.289,-0.061
0.306,-0.652,0.059,-170.532,-76.111,-4.333
0.303,-0.662,0.115,-170.044,-79.468,-8.179
0.298,-0.682,0.180,-168.884,-82.214,-10.498
0.289,-0.686,0.244,-168.335,-84.290,-10.437
0.278,-0.688,0.299,-167.908,-84.351,-9.094
0.283,-0.712,0.362,-167.969,-83.008,-7.324
0.286,-0.727,0.421,-168.457,-82.214,-5.493
0.282,-0.723,0.467,-169.250,-82.275,-3.906
0.300,-0.725,0.508,-170.166,-79.468,-2.075
0.316,-0.729,0.530,-171.692,-74.707,-1.343
0.308,-0.715,0.558,-173.706,-70.007,-2.441
0.322,-0.724,0.603,-173.645,-66.162,-4.456
0.308,-0.731,0.643,-170.959,-66.772,-7.324
0.300,-0.718,0.671,-166.565,-71.106,-10.437
0.292,-0.717,0.679,-160.461,-74.341,-13.367
0.274,-0.719,0.686,-155.823,-75.256,-15.564
0.245,-0.709,0.696,-153.625,-73.181,-15.076
0.239,-0.706,0.714,-152.222,-67.871,-11.902
0.229,-0.694,0.736,-151.428,-60.730,-7.019
0.222,-0.672,0.742,-150.574,-53.528,-2.197
0.229,-0.650,0.750,-148.987,-45.715,3.601
0.244,-0.641,0.763,-147.400,-38.940,8.301
0.246,-0.617,0.783,-146.729,-35.889,11.353

0.791,-2.224,1.151,80.078,37.170,-20.691
0.622,-2.274,1.744,76.355,60.730,-17.090
0.374,-2.040,2.054,99.304,111.755,7.202
0.214,-1.653,1.855,158.081,182.312,55.603
0.065,-1.116,1.300,225.952,249.573,106.384
-0.132,-0.463,0.571,277.893,301.453,141.052
-0.453,0.277,-0.273,306.946,333.496,156.494
-0.948,1.116,-1.316,319.275,341.125,155.823
-1.716,2.153,-2.642,313.904,319.946,147.705
-2.677,3.406,-4.000,280.090,270.752,141.174
-2.980,3.912,-4.000,213.379,192.688,136.230
-2.083,2.962,-4.000,97.046,98.328,111.694
-1.387,1.690,-3.998,-87.158,17.029,53.894
-0.618,0.253,-1.477,-205.322,-45.593,4.456
-0.163,-0.723,1.050,-238.647,-117.615,-22.156
0.297,-1.498,2.204,-182.190,-118.958,-37.109
0.750,-2.062,2.172,-69.336,-78.430,-19.287
0.953,-2.102,1.408,28.625,-31.921,13.733
0.964,-1.650,0.564,82.886,-0.183,36.621
0.815,-1.012,-0.287,108.582,16.418,47.791
0.581,-0.334,-1.083,113.892,27.527,44.861
0.324,0.143,-1.740,102.295,30.029,31.555
0.121,0.402,-2.093,76.965,19.836,11.230
-0.035,0.451,-2.041,41.931,2.991,-9.705
-0.101,0.281,-1.709,8.728,-10.437,-25.391
-0.096,-0.000,-1.311,-12.695,-16.724,-32.104
-0.050,-0.333,-1.015,-20.203,-16.907,-29.297
0.003,-0.599,-0.816,-18.616,-12.390,-20.874
0.065,-0.810,-0.669,-14.038,-5.920,-10.986
0.113,-0.902,-0.591,-6.226,-0.732,-3.296
0.147,-0.902,-0.582,3.113,1.587,1.282
0.148,-0.822,-0.653,13.794,1.282,2.808
0.116,-0.708,-0.772,22.827,-0.427,1.953
0.087,-0.594,-0.908,27.466,-1.953,0.793
0.055,-0.485,-1.008,26.489,-2.380,0.183
0.031,-0.394,-1.071,21.973,-2.380,0.122
0.041,-0.347,-1.104,17.090,-3.662,0.671
0.058,-0.324,-1.088,11.169,-5.127,1.770
0.083,-0.328,-1.056,5.920,-4.578,1.953
0.114,-0.350,-1.003,1.282,-5.005,1.587
0.147,-0.377,-0.947,-1.465,-7.080,1.099
0.172,-0.408,-0.895,-2.014,-7.812,0.061
0.171,-0.436,-0.868,-1.526,-7.507,-2.502
0.161,-0.456,-0.870,0.549,-9.033,-4.639
0.154,-0.474,-0.877,2.258,-10.681,-6.409
0.131,-0.475,-0.879,1.831,-10.254,-7.141
0.121,-0.474,-0.895,1.404,-9.888,-6.531
0.117,-0.473,-0.915,0.427,-9.277,-5.371
0.108,-0.461,-0.935,-2.075,-7.935,-3.906
0.101,-0.443,-0.955,-5.676,-6.042,-1.343
0.098,-0.433,-0.968,-9.766,-4.211,2.441
0.100,-0.422,-0.966,-13.977,-2.563,5.920
0.101,-0.415,-0.960,-18.188,-2.319,8.057
0.109,-0.410,-0.953,-21.118,-3.967,9.155
0.117,-0.417,-0.949,-23.132,-6.104,8.423
0.117,-0.423,-0.947,-24.475,-9.094,6.287
0.117,-0.423,-0.955,-26.062,-12.878,3.113
0.110,-0.416,-0.964,-27.588,-17.212,-0.977
0.099,-0.405,-0.977,-29.053,-21.729,-4.822
0.084,-0.391,-0.986,-31.128,-26.550,-7.568
0.083,-0.390,-0.990,-34.302,-29.297,-8.728
0.083,-0.391,-0.991,-38.635,-30.212,-7.629
0.101,-0.399,-0.987,-43.335,-31.189,-5.615
0.120,-0.418,-0.961,-47.913,-32.654,-4.333
0.139,-0.438,-0.931,-51.575,-34.363,-4.211
0.146,-0.460,-0.893,-53.711,-36.133,-5.188
0.141,-0.475,-0.860,-54.199,-39.063,-6.897
0.138,-0.485,-0.847,-52.795,-41.687,-7.690
0.137,-0.490,-0.855,-51.208,-43.335,-7.629
0.140,-0.489,-0.872,-51.025,-44.189,-6.531
0.149,-0.487,-0.878,-52.551,-43.701,-4.944
0.164,-0.496,-0.880,-54.688,-42.969,-4.333
0.170,-0.503,-0.874,-57.312,-42.664,-4.211
0.179,-0.512,-0.858,-59.814,-42.908,-4.639
0.184,-0.528,-0.835,-61.584,-44.189,-6.104
0.187,-0.547,-0.813,-62.256,-46.326,-7.996
0.188,-0.556,-0.804,-62.073,-48.401,-9.399
0.187,-0.563,-0.805,-62.195,-50.293,-10.925
0.189,-0.574,-0.798,-63.232,-51.453,-11.536
0.190,-0.581,-0.779,-65.552,-52.002,-10.315
0.206,-0.590,-0.762,-68.542,-51.025,-7.568
0.241,-0.609,-0.726,-71.472,-49.072,-4.761
0.273,-0.628,-0.689,-73.425,-48.340,-4.089
0.306,-0.646,-0.661,-73.914,-49.377,-4.456
0.329,-0.671,-0.632,-73.059,-51.575,-7.507
0.330,-0.683,-0.598,-71.411,-54.688,-12.573
0.317,-0.696,-0.576,-68.176,-57.373,-17.761
0.294,-0.698,-0.583,-64.087,-59.021,-21.606
0.266,-0.698,-0.606,-61.218,-58.777,-23.193
0.233,-0.686,-0.633,-60.608,-56.580,-21.667
0.204,-0.672,-0.656,-62.866,-52.612,-17.212
0.189,-0.657,-0.676,-66.772,-47.607,-10.315
0.196,-0.643,-0.692,-71.960,-42.786,-4.150
0.232,-0.656,-0.679,-78.125,-39.917,-0.183
0.274,-0.671,-0.628,-84.106,-42.053,0.488
0.303,-0.683,-0.572,-88.257,-49.805,-3.662
0.317,-0.692,-0.523,-89.172,-57.739,-10.864
0.313,-0.700,-0.496,-88.135,-64.087,-19.958
0.290,-0.705,-0.490,-86.304,-68.665,-27.161
0.258,-0.705,-0.495,-85.510,-70.618,-30.579
0.223,-0.701,-0.507,-87.158,-69.153,-30.151
0.193,-0.689,-0.515,-91.553,-64.026,-25.513
0.167,-0.672,-0.521,-97.473,-57.434,-17.822
0.166,-0.663,-0.531,-103.333,-50.476,-8.789
0.208,-0.687,-0.520,-110.352,-45.410,-1.282
0.247,-0.688,-0.455,-119.324,-45.349,2.625
0.286,-0.705,-0.369,-124.756,-50.415,0.488
0.319,-0.735,-0.275,-125.793,-59.326,-5.066
0.331,-0.765,-0.187,-123.779,-69.641,-13.672
0.329,-0.801,-0.128,-119.934,-78.796,-22.461
0.309,-0.811,-0.093,-116.272,-83.435,-28.503
0.274,-0.820,-0.080,-113.464,-81.726,-31.067
0.235,-0.822,-0.097,-112.244,-74.036,-28.564
0.198,-0.804,-0.123,-113.647,-62.805,-21.729
0.180,-0.795,-0.153,-116.333,-50.110,-11.230
0.217,-0.815,-0.156,-120.605,-39.185,-0.427
0.250,-0.819,-0.110,-126.526,-34.668,8.118
0.289,-0.812,-0.055,-131.104,-36.133,11.292
0.330,-0.833,0.007,-132.629,-40.039,9.521

-1.244,1.928,-2.514,290.955,139.954,142.395
-1.363,2.599,-3.640,227.295,126.587,187.317
-1.005,2.682,-4.000,124.451,95.764,205.688
-0.347,2.061,-4.000,9.766,59.326,176.270
0.065,1.250,-2.776,-94.543,18.433,104.614
0.207,0.331,-1.092,-148.560,-29.358,19.897
0.278,-0.498,0.241,-133.972,-75.745,-59.875
0.316,-1.091,0.816,-73.486,-103.394,-105.225
0.390,-1.529,0.705,1.343,-97.107,-107.483
0.413,-1.649,0.242,51.697,-67.383,-77.637
0.373,-1.414,-0.272,69.092,-33.020,-29.663
0.311,-0.945,-0.715,62.073,-0.366,20.081
0.266,-0.434,-1.100,45.593,28.748,62.439
0.292,0.044,-1.394,25.940,46.631,88.562
0.357,0.340,-1.601,9.277,49.072,90.027
0.384,0.422,-1.604,-2.441,37.781,66.101
0.338,0.339,-1.415,-11.230,19.592,30.151
0.272,0.151,-1.204,-14.465,3.845,-2.441
0.234,-0.092,-1.038,-12.939,-5.005,-24.231
0.182,-0.304,-0.943,-9.644,-8.911,-33.691
0.158,-0.472,-0.865,-7.263,-9.277,-32.898
0.130,-0.564,-0.819,-5.981,-6.958,-23.560
0.127,-0.596,-0.812,-3.296,-0.061,-10.376
0.136,-0.584,-0.849,-0.732,6.165,0.000
0.151,-0.522,-0.900,1.770,9.277,7.690
